respondent_id,region,residence_zone,age_group,gender,income_group,education,consumption_frequency,consumer_profile,monthly_consumption_estimate,consumption_intensity,label_importance,label_importance_score,high_label_importance,consumer_knowledge_score,strategic_segment,wine_types__nao_tenho_preferencia_definida,wine_types__vinho_branco_seco,wine_types__vinho_demi_sec,wine_types__vinho_espumante,wine_types__vinho_licoroso_e_ou_fortificado,wine_types__vinho_rose,wine_types__vinho_suave,wine_types__vinho_tinto_seco,purchase_channels__aplicativos_de_delivery_de_bebidas,purchase_channels__diretamente_em_vinicolas,purchase_channels__lojas_fisicas_especializadas,purchase_channels__lojas_online_especializadas,purchase_channels__restaurantes_e_bares,purchase_channels__supermercados,purchase_factors__curiosidade_ou_interesse_por_novos_produtos,purchase_factors__descricao_sensorial_aroma_sabor_estilo,purchase_factors__design_e_informacao_do_rotulo,purchase_factors__preco,purchase_factors__promocoes_ou_descontos,purchase_factors__praticas_sustentaveis_e_ou_impacto_ambiental,purchase_factors__recomendacao_amigos_especialistas_avaliacoes,purchase_factors__regiao_de_origem,purchase_factors__variedade,purchase_factors__vinicola_produtor,sustainable_attributes__clareza_e_transparencia_das_informacoes_no_rotulo,sustainable_attributes__grau_de_inovacao_do_produto,sustainable_attributes__origem_das_uvas_regiao_procedencia,sustainable_attributes__presenca_de_certificacoes_ou_selos_ambientais,sustainable_attributes__preco,sustainable_attributes__qualidade_sensorial_sabor_aroma_equilibrio,sustainable_attributes__sustentabilidade_ambiental_menor_impacto_no_cultivo
226,Região Nordeste,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Profissional do setor,2.0,Frequência moderada,Extremamente importante,4,1,4,Potencial sustentável,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1
227,Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação completa,Raramente,Apreciador interessado,0.5,Baixa frequência,Extremamente importante,4,1,2,Potencial sustentável,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1
228,Região Sul,Zona urbana,Acima de 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,2.0,Frequência moderada,Extremamente importante,4,1,2,Potencial sustentável,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0
229,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por mês,Apreciador interessado,1.0,Frequência moderada,Moderadamente importante,2,0,2,Baixa prioridade,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0
230,Região Sudeste,Zona urbana,Entre 26 e 35 anos,Feminino,De 1 a 2 salários mínimos,Pós-graduação incompleta,Raramente,Consumidor ocasional,0.5,Baixa frequência,Extremamente importante,4,1,1,Potencial sustentável,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1
231,Região Nordeste,Zona urbana,Acima de 55 anos,Feminino,De 3 a 4 salários mínimos,Ensino superior completo,1 vez por mês,Apreciador interessado,1.0,Frequência moderada,Extremamente importante,4,1,2,Potencial sustentável,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
232,Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Menos de 1 salário mínimo,Ensino superior completo,Raramente,Consumidor ocasional,0.5,Baixa frequência,Moderadamente importante,2,0,1,Baixa prioridade,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
233,Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,De 1 a 2 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,0.5,Baixa frequência,Moderadamente importante,2,0,1,Baixa prioridade,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
234,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,0.5,Baixa frequência,Extremamente importante,4,1,1,Potencial sustentável,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
235,Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por mês,Consumidor ocasional,1.0,Frequência moderada,Extremamente importante,4,1,1,Potencial sustentável,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1
236,Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação incompleta,Raramente,Consumidor ocasional,0.5,Baixa frequência,Muito importante,3,1,1,Potencial sustentável,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0
237,Região Centro-Oeste,Zona urbana,Entre 26 e 35 anos,Feminino,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,2.0,Frequência moderada,Muito importante,3,1,2,Potencial sustentável,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0
238,Região Nordeste,Zona urbana,Acima de 55 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação completa,Não consumo vinho,Apreciador interessado,0.0,Não consumidor,Extremamente importante,4,1,2,Potencial sustentável,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1
239,Região Sul,Zona urbana,Acima de 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Profissional do setor,10.8,Alta frequência,Muito importante,3,1,4,Alta prioridade,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
240,Região Sul,Zona urbana,Acima de 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Profissional do setor,4.3,Alta frequência,Extremamente importante,4,1,4,Alta prioridade,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1
241,Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação incompleta,Raramente,Consumidor ocasional,0.5,Baixa frequência,Muito importante,3,1,1,Potencial sustentável,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
242,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez por mês,Apreciador interessado,1.0,Frequência moderada,Muito importante,3,1,2,Potencial sustentável,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1
243,Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,0.5,Baixa frequência,Muito importante,3,1,1,Potencial sustentável,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
244,Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Consumidor ocasional,4.3,Alta frequência,Muito importante,3,1,1,Alta prioridade,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
245,Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,De 1 a 2 salários mínimos,Ensino superior completo,Raramente,Consumidor ocasional,0.5,Baixa frequência,Muito importante,3,1,1,Potencial sustentável,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
246,Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Consumidor ocasional,2.0,Frequência moderada,Extremamente importante,4,1,1,Potencial sustentável,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1
247,Região Nordeste,Zona rural,Entre 18 e 25 anos,Feminino,Menos de 1 salário mínimo,Ensino médio completo,Não consumo vinho,Não consumidor,0.0,Não consumidor,Extremamente importante,4,1,0,Potencial sustentável,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0
248,Região Nordeste,Zona urbana,Entre 18 e 25 anos,Masculino,De 1 a 2 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,1.0,Frequência moderada,Moderadamente importante,2,0,1,Baixa prioridade,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
249,Região Nordeste,Zona urbana,Entre 18 e 25 anos,Masculino,De 1 a 2 salários mínimos,Pós-graduação incompleta,De 2 a 3 vezes por semana,Consumidor ocasional,10.8,Alta frequência,Extremamente importante,4,1,1,Alta prioridade,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1
250,Região Nordeste,Zona urbana,Entre 26 e 35 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,2.0,Frequência moderada,Moderadamente importante,2,0,2,Baixa prioridade,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
251,Região Nordeste,Zona urbana,Entre 26 e 35 anos,Feminino,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por mês,Consumidor ocasional,1.0,Frequência moderada,Muito importante,3,1,1,Potencial sustentável,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0
252,Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador técnico,10.8,Alta frequência,Extremamente importante,4,1,3,Alta prioridade,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1
253,Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Menos de 1 salário mínimo,Pós-graduação completa,1 vez a cada 15 dias,Consumidor ocasional,2.0,Frequência moderada,Extremamente importante,4,1,1,Potencial sustentável,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
254,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Apreciador interessado,21.5,Alta frequência,Extremamente importante,4,1,2,Alta prioridade,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
255,Região Sul,Zona rural,Entre 26 e 35 anos,Masculino,De 3 a 4 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,0.5,Baixa frequência,Moderadamente importante,2,0,1,Baixa prioridade,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1
256,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez por semana,Profissional do setor,4.3,Alta frequência,Extremamente importante,4,1,4,Alta prioridade,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1
257,Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,De 3 a 4 salários mínimos,Pós-graduação incompleta,1 vez a cada 15 dias,Apreciador técnico,2.0,Frequência moderada,Extremamente importante,4,1,3,Potencial sustentável,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0
258,Região Sudeste,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Profissional do setor,10.8,Alta frequência,Moderadamente importante,2,0,4,Consumidor frequente tradicional,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0
259,Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por mês,Apreciador interessado,1.0,Frequência moderada,Muito importante,3,1,2,Potencial sustentável,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0
260,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Apreciador interessado,0.5,Baixa frequência,Muito importante,3,1,2,Potencial sustentável,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0
261,Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador técnico,10.8,Alta frequência,Extremamente importante,4,1,3,Alta prioridade,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1
